customer_index,predicted_probability,risk_band,decision_at_0_30,actual_default
27566,0.64546263,60–70%,1,0
18040,0.19198853,10–20%,0,0
14646,0.73462516,70–80%,1,0
13522,0.07754148,0–10%,0,0
29837,0.08388256,0–10%,0,0
9671,0.8850336,80–90%,1,0
26156,0.06549922,0–10%,0,0
1448,0.21288994,20–30%,0,0
10824,0.16873309,10–20%,0,0
24492,0.07727375,0–10%,0,0
14899,0.04403333,0–10%,0,0
20823,0.16970581,10–20%,0,1
17434,0.18008481,10–20%,0,0
1674,0.04769502,0–10%,0,0
3422,0.061801847,0–10%,0,0
15183,0.11412225,10–20%,0,0
27703,0.7177859,70–80%,1,1
8324,0.10412173,10–20%,0,0
8608,0.6996607,60–70%,1,0
1053,0.14831264,10–20%,0,0
6791,0.28520328,20–30%,0,0
8989,0.11219795,10–20%,0,0
22056,0.32457843,30–40%,1,0
18898,0.020035552,0–10%,0,1
20272,0.7591538,70–80%,1,1
10819,0.21898948,20–30%,0,0
20845,0.07361046,0–10%,0,0
4502,0.3749423,30–40%,1,1
22101,0.13125524,10–20%,0,1
28906,0.27022952,20–30%,0,0
2109,0.07260767,0–10%,0,0
11602,0.24165843,20–30%,0,0
15712,0.2664729,20–30%,0,0
10426,0.19704355,10–20%,0,0
7527,0.41782704,40–50%,1,0
21220,0.7913199,70–80%,1,0
12782,0.09819437,0–10%,0,0
16947,0.08111958,0–10%,0,0
15362,0.07595419,0–10%,0,0
29455,0.4143133,40–50%,1,0
22682,0.12014491,10–20%,0,0
24841,0.0541811,0–10%,0,0
11009,0.0913491,0–10%,0,0
11825,0.31023598,30–40%,1,1
23476,0.015116537,0–10%,0,0
28504,0.24426804,20–30%,0,0
25177,0.3984417,30–40%,1,0
27956,0.07330767,0–10%,0,0
12336,0.15006119,10–20%,0,0
14307,0.044837773,0–10%,0,0
6536,0.16959049,10–20%,0,0
1420,0.09552332,0–10%,0,0
26773,0.827441,80–90%,1,1
7235,0.1955074,10–20%,0,0
28440,0.12111608,10–20%,0,0
26489,0.087596,0–10%,0,0
669,0.7805132,70–80%,1,1
13745,0.3169463,30–40%,1,0
6995,0.2969681,20–30%,0,1
1302,0.21630761,20–30%,0,0
29074,0.41147494,40–50%,1,1
16803,0.07023732,0–10%,0,0
11748,0.556094,50–60%,1,0
8259,0.17083511,10–20%,0,1
25563,0.045158215,0–10%,0,0
23549,0.12682544,10–20%,0,0
9335,0.08065462,0–10%,0,0
22468,0.17585279,10–20%,0,1
3847,0.09720319,0–10%,0,0
24692,0.35906577,30–40%,1,0
15161,0.12952438,10–20%,0,0
13719,0.83132493,80–90%,1,0
18366,0.15514593,10–20%,0,0
23109,0.36078793,30–40%,1,0
27275,0.10197955,10–20%,0,0
19406,0.07361742,0–10%,0,0
4222,0.54667294,50–60%,1,0
17056,0.14188708,10–20%,0,0
670,0.62036455,60–70%,1,0
21578,0.18544924,10–20%,0,0
4035,0.061873753,0–10%,0,0
8767,0.28637514,20–30%,0,0
265,0.20634378,20–30%,0,0
24581,0.13091686,10–20%,0,0
17508,0.080134235,0–10%,0,1
4344,0.12471332,10–20%,0,0
13281,0.1740779,10–20%,0,1
9837,0.050285626,0–10%,0,0
14356,0.10255707,10–20%,0,0
21911,0.16166046,10–20%,0,0
15288,0.037808716,0–10%,0,0
6665,0.19543903,10–20%,0,0
29245,0.1758008,10–20%,0,0
27362,0.120553024,10–20%,0,0
797,0.19870676,10–20%,0,0
19503,0.07701142,0–10%,0,0
12274,0.70770055,70–80%,1,1
9177,0.10436352,10–20%,0,0
12285,0.11382372,10–20%,0,0
24766,0.028600771,0–10%,0,0
25113,0.11300052,10–20%,0,0
7321,0.020762566,0–10%,0,0
8463,0.12999657,10–20%,0,0
4860,0.8232209,80–90%,1,1
17408,0.14746487,10–20%,0,0
17679,0.094991714,0–10%,0,0
9015,0.1270412,10–20%,0,0
10522,0.11232049,10–20%,0,0
7460,0.042760435,0–10%,0,0
8299,0.10739553,10–20%,0,0
4829,0.23979527,20–30%,0,0
3466,0.18916452,10–20%,0,0
20831,0.20065865,20–30%,0,0
14251,0.6074499,60–70%,1,1
21113,0.1413352,10–20%,0,0
29099,0.15101717,10–20%,0,0
8513,0.09455085,0–10%,0,1
29967,0.2981884,20–30%,0,0
16665,0.059175294,0–10%,0,0
12665,0.19814895,10–20%,0,0
4034,0.37089986,30–40%,1,0
3662,0.16132812,10–20%,0,0
21809,0.5717324,50–60%,1,1
27701,0.7437919,70–80%,1,1
24525,0.14947906,10–20%,0,1
25642,0.2734937,20–30%,0,0
29790,0.06463253,0–10%,0,0
20811,0.05091601,0–10%,0,0
3151,0.71562725,70–80%,1,0
7884,0.08275661,0–10%,0,0
20756,0.8655054,80–90%,1,1
25745,0.16905107,10–20%,0,0
3264,0.47293952,40–50%,1,1
5684,0.11254883,10–20%,0,0
2638,0.15743142,10–20%,0,0
3413,0.44790372,40–50%,1,1
29867,0.091758825,0–10%,0,0
14945,0.24004547,20–30%,0,1
3256,0.8201201,80–90%,1,1
6997,0.26459315,20–30%,0,0
29756,0.4364464,40–50%,1,0
13461,0.1402323,10–20%,0,0
13553,0.08676295,0–10%,0,0
16658,0.14909011,10–20%,0,0
22031,0.036939505,0–10%,0,0
26215,0.17711952,10–20%,0,0
3469,0.08880013,0–10%,0,0
26105,0.10551443,10–20%,0,0
5352,0.48345447,40–50%,1,0
15478,0.13490842,10–20%,0,0
18923,0.099811584,0–10%,0,0
326,0.4485239,40–50%,1,1
4157,0.056350302,0–10%,0,0
28746,0.20409277,20–30%,0,0
18139,0.06906458,0–10%,0,0
23893,0.14832848,10–20%,0,0
29495,0.05844117,0–10%,0,0
1215,0.074524544,0–10%,0,0
5625,0.1154943,10–20%,0,0
13291,0.7895246,70–80%,1,1
4997,0.09038062,0–10%,0,1
14641,0.2050123,20–30%,0,0
20945,0.062398553,0–10%,0,0
8579,0.1612469,10–20%,0,0
15923,0.02830202,0–10%,0,0
15925,0.20516473,20–30%,0,0
15468,0.34996253,30–40%,1,1
23947,0.09884956,0–10%,0,0
24630,0.15050119,10–20%,0,0
25088,0.06308323,0–10%,0,0
23692,0.115790546,10–20%,0,0
23213,0.12843557,10–20%,0,1
8715,0.060141075,0–10%,0,0
5687,0.023910878,0–10%,0,0
3468,0.41150132,40–50%,1,0
7668,0.15815343,10–20%,0,0
7132,0.12506343,10–20%,0,1
918,0.1128245,10–20%,0,0
28266,0.14838916,10–20%,0,0
6586,0.08492831,0–10%,0,0
6370,0.8283631,80–90%,1,0
20957,0.29006022,20–30%,0,0
1768,0.086242214,0–10%,0,0
23324,0.11881791,10–20%,0,0
5556,0.1441098,10–20%,0,0
26732,0.095226,0–10%,0,0
1142,0.0891212,0–10%,0,0
29772,0.09055508,0–10%,0,0
15469,0.6971917,60–70%,1,1
4201,0.070865355,0–10%,0,0
27985,0.08567289,0–10%,0,0
852,0.15940048,10–20%,0,0
22196,0.040211968,0–10%,0,0
22472,0.7500405,70–80%,1,1
13581,0.2413224,20–30%,0,0
22412,0.14748572,10–20%,0,0
28721,0.028579254,0–10%,0,0
12358,0.0918247,0–10%,0,0
19344,0.80336785,80–90%,1,1
24397,0.8302747,80–90%,1,1
8431,0.07240118,0–10%,0,0
9246,0.26373237,20–30%,0,1
6524,0.17403612,10–20%,0,0
8681,0.100483574,10–20%,0,0
21062,0.39886424,30–40%,1,0
12343,0.083548784,0–10%,0,0
730,0.1405007,10–20%,0,0
9281,0.09630908,0–10%,0,0
11235,0.056020144,0–10%,0,0
6928,0.08496468,0–10%,0,0
15279,0.5088737,50–60%,1,1
25625,0.08790119,0–10%,0,0
14026,0.04719331,0–10%,0,0
2203,0.20204563,20–30%,0,0
3701,0.075616665,0–10%,0,0
5841,0.02378862,0–10%,0,0
19787,0.23814084,20–30%,0,0
7466,0.044716135,0–10%,0,0
17412,0.10579712,10–20%,0,0
26435,0.2664211,20–30%,0,0
3285,0.065314405,0–10%,0,0
4559,0.10487266,10–20%,0,0
17060,0.15116389,10–20%,0,1
4942,0.085322894,0–10%,0,0
2284,0.12229783,10–20%,0,1
24305,0.05925579,0–10%,0,0
1817,0.23076376,20–30%,0,0
29156,0.15301791,10–20%,0,0
27004,0.13282956,10–20%,0,0
20639,0.46445483,40–50%,1,1
13278,0.03131207,0–10%,0,0
29788,0.19021252,10–20%,0,0
17895,0.2689847,20–30%,0,0
2291,0.45421118,40–50%,1,0
17762,0.28126156,20–30%,0,0
14373,0.17154361,10–20%,0,1
13311,0.3169714,30–40%,1,0
26679,0.18755433,10–20%,0,0
9783,0.16063769,10–20%,0,0
2321,0.60368234,60–70%,1,0
24531,0.18680477,10–20%,0,1
266,0.32518953,30–40%,1,0
20598,0.06940683,0–10%,0,0
5827,0.046205677,0–10%,0,1
20290,0.7436978,70–80%,1,0
19569,0.16194558,10–20%,0,1
14682,0.4189211,40–50%,1,0
7441,0.08458351,0–10%,0,0
1089,0.053545233,0–10%,0,0
6390,0.05087458,0–10%,0,0
23201,0.019518938,0–10%,0,0
24548,0.28688222,20–30%,0,0
13920,0.075183876,0–10%,0,0
11418,0.30927378,30–40%,1,0
13208,0.17358176,10–20%,0,0
14881,0.30506116,30–40%,1,0
4154,0.22983898,20–30%,0,0
20245,0.56963444,50–60%,1,0
639,0.06619168,0–10%,0,0
8539,0.23213637,20–30%,0,0
11109,0.06952145,0–10%,0,0
11879,0.08251368,0–10%,0,0
5315,0.048077453,0–10%,0,0
2274,0.13136348,10–20%,0,0
25886,0.5574994,50–60%,1,1
2082,0.35391852,30–40%,1,0
9910,0.1447172,10–20%,0,0
3214,0.19846089,10–20%,0,0
24365,0.15011616,10–20%,0,0
9250,0.13386746,10–20%,0,0
14883,0.7865284,70–80%,1,1
10643,0.16379867,10–20%,0,0
10745,0.14242978,10–20%,0,0
883,0.09364966,0–10%,0,0
141,0.17309585,10–20%,0,0
14438,0.20144294,20–30%,0,0
25175,0.4041212,40–50%,1,0
13117,0.10755763,10–20%,0,0
10649,0.037980802,0–10%,0,1
7372,0.1529056,10–20%,0,0
5328,0.119082615,10–20%,0,0
14281,0.18373767,10–20%,0,0
19571,0.22566685,20–30%,0,0
17128,0.2317206,20–30%,0,0
6722,0.013154434,0–10%,0,0
20412,0.052332282,0–10%,0,0
2590,0.12402866,10–20%,0,0
4415,0.36659187,30–40%,1,0
20009,0.06270124,0–10%,0,0
10416,0.16765298,10–20%,0,0
14031,0.21308765,20–30%,0,0
8128,0.12866214,10–20%,0,0
18352,0.15435413,10–20%,0,0
27320,0.37532085,30–40%,1,1
16435,0.18057026,10–20%,0,0
13200,0.18875206,10–20%,0,0
24632,0.16409516,10–20%,0,0
29100,0.11329296,10–20%,0,0
23415,0.7818429,70–80%,1,1
5174,0.09911981,0–10%,0,0
21314,0.27727515,20–30%,0,1
7711,0.27266827,20–30%,0,0
27090,0.2865268,20–30%,0,0
304,0.11274909,10–20%,0,0
24711,0.62790334,60–70%,1,0
2698,0.15993632,10–20%,0,0
27092,0.22135563,20–30%,0,0
17382,0.13215984,10–20%,0,0
20760,0.08701736,0–10%,0,0
2872,0.15032403,10–20%,0,0
4574,0.18808264,10–20%,0,1
28195,0.065003745,0–10%,0,0
4226,0.057988193,0–10%,0,1
27927,0.14911918,10–20%,0,0
17886,0.0627396,0–10%,0,0
14567,0.057103597,0–10%,0,0
9760,0.08150107,0–10%,0,0
27596,0.105005346,10–20%,0,0
11889,0.20112094,20–30%,0,0
18887,0.25084752,20–30%,0,0
28116,0.051519953,0–10%,0,0
24433,0.100881234,10–20%,0,0
24907,0.08175812,0–10%,0,1
23496,0.061808135,0–10%,0,0
15405,0.37153152,30–40%,1,0
21963,0.07055459,0–10%,0,0
4573,0.024591397,0–10%,0,0
54,0.5646218,50–60%,1,0
13478,0.8233682,80–90%,1,1
29618,0.13748364,10–20%,0,0
15263,0.11992715,10–20%,0,0
21957,0.23144458,20–30%,0,0
20429,0.70016587,70–80%,1,1
14364,0.1952822,10–20%,0,0
3532,0.07239891,0–10%,0,0
11479,0.03315652,0–10%,0,0
22936,0.13780399,10–20%,0,0
16934,0.15910396,10–20%,0,0
25385,0.068903215,0–10%,0,0
16377,0.079139456,0–10%,0,0
22102,0.096356556,0–10%,0,0
1664,0.10564217,10–20%,0,0
23250,0.1435404,10–20%,0,0
23039,0.77613,70–80%,1,1
12620,0.04287316,0–10%,0,0
10349,0.2423104,20–30%,0,1
201,0.15763023,10–20%,0,0
19338,0.0595931,0–10%,0,0
28932,0.34564847,30–40%,1,1
9353,0.11315354,10–20%,0,0
28363,0.3118857,30–40%,1,0
4871,0.12838648,10–20%,0,0
668,0.51776946,50–60%,1,0
20277,0.10331622,10–20%,0,0
9827,0.12223788,10–20%,0,0
20040,0.13213933,10–20%,0,0
20490,0.36872497,30–40%,1,0
17875,0.05708961,0–10%,0,0
17212,0.1791332,10–20%,0,0
18802,0.07435116,0–10%,0,0
22357,0.07260193,0–10%,0,0
22447,0.124039486,10–20%,0,0
5413,0.0638373,0–10%,0,0
8811,0.5864019,50–60%,1,1
26281,0.047957875,0–10%,0,0
1439,0.13080473,10–20%,0,0
28457,0.20918372,20–30%,0,0
5633,0.14652665,10–20%,0,0
7002,0.77072316,70–80%,1,0
3842,0.22322051,20–30%,0,0
14761,0.27019885,20–30%,0,0
3183,0.10705615,10–20%,0,0
20737,0.64071953,60–70%,1,0
5465,0.39230895,30–40%,1,0
19686,0.6558711,60–70%,1,1
2615,0.058673944,0–10%,0,0
25436,0.09623229,0–10%,0,0
1060,0.25709456,20–30%,0,1
25569,0.7570173,70–80%,1,1
15397,0.113733426,10–20%,0,0
22139,0.09685236,0–10%,0,0
19453,0.2851536,20–30%,0,1
26708,0.09410634,0–10%,0,0
15119,0.6054814,60–70%,1,1
29526,0.15977289,10–20%,0,0
19162,0.097353,0–10%,0,0
8290,0.05191442,0–10%,0,0
16139,0.05785561,0–10%,0,0
7009,0.24999225,20–30%,0,0
16761,0.19041483,10–20%,0,0
14225,0.7873469,70–80%,1,1
10385,0.26039246,20–30%,0,0
4558,0.1681623,10–20%,0,1
16884,0.16519059,10–20%,0,1
19258,0.73135257,70–80%,1,1
8372,0.06440244,0–10%,0,0
10718,0.15983686,10–20%,0,0
20990,0.5729039,50–60%,1,0
12043,0.35468,30–40%,1,0
6353,0.34091857,30–40%,1,0
24491,0.028513514,0–10%,0,0
28578,0.030489363,0–10%,0,0
9844,0.09829073,0–10%,0,0
19701,0.0628599,0–10%,0,0
7453,0.26356146,20–30%,0,0
25805,0.12696828,10–20%,0,0
15028,0.06629139,0–10%,0,0
943,0.551033,50–60%,1,1
9020,0.0709277,0–10%,0,0
27447,0.13083255,10–20%,0,0
6451,0.13136931,10–20%,0,0
4783,0.09921944,0–10%,0,0
14213,0.21034567,20–30%,0,0
7665,0.10441098,10–20%,0,0
17836,0.7733153,70–80%,1,1
27717,0.08977264,0–10%,0,0
23846,0.13451193,10–20%,0,0
3348,0.74587786,70–80%,1,0
10167,0.31491452,30–40%,1,1
28987,0.13301165,10–20%,0,0
19455,0.09067001,0–10%,0,0
24643,0.13085608,10–20%,0,1
11871,0.12660266,10–20%,0,0
9609,0.39158678,30–40%,1,1
5170,0.2839172,20–30%,0,0
18291,0.28674743,20–30%,0,1
25637,0.060777593,0–10%,0,0
17176,0.066226974,0–10%,0,0
6135,0.06430467,0–10%,0,0
12776,0.061211392,0–10%,0,0
14524,0.22252314,20–30%,0,0
2712,0.18123542,10–20%,0,0
7530,0.81710744,80–90%,1,1
4372,0.0700743,0–10%,0,1
26416,0.11542237,10–20%,0,0
9284,0.18885545,10–20%,0,0
2206,0.1252549,10–20%,0,0
21542,0.12984003,10–20%,0,0
12852,0.06263641,0–10%,0,0
16463,0.7505303,70–80%,1,1
22042,0.26295987,20–30%,0,0
27161,0.04802165,0–10%,0,0
22262,0.056145437,0–10%,0,1
4554,0.2736929,20–30%,0,1
11512,0.08369765,0–10%,0,0
1403,0.04216342,0–10%,0,0
2584,0.2584286,20–30%,0,0
26786,0.09431793,0–10%,0,0
23553,0.07606021,0–10%,0,0
22776,0.10941153,10–20%,0,1
19074,0.06787557,0–10%,0,0
869,0.14062095,10–20%,0,0
23022,0.05502656,0–10%,0,0
23851,0.25539324,20–30%,0,0
21222,0.14009905,10–20%,0,0
10357,0.07314456,0–10%,0,0
2709,0.16985823,10–20%,0,0
20452,0.09370898,0–10%,0,1
4707,0.6025387,60–70%,1,1
8037,0.07075517,0–10%,0,0
5929,0.173834,10–20%,0,0
19462,0.15448363,10–20%,0,1
14198,0.15243529,10–20%,0,0
29669,0.15209171,10–20%,0,0
8527,0.10690679,10–20%,0,0
22913,0.14453115,10–20%,0,0
13954,0.16591354,10–20%,0,0
7728,0.04512873,0–10%,0,0
11515,0.15014783,10–20%,0,0
10319,0.09302724,0–10%,0,0
13621,0.07406625,0–10%,0,0
9136,0.09179883,0–10%,0,0
10746,0.27661467,20–30%,0,0
19925,0.36665586,30–40%,1,1
25982,0.66008,60–70%,1,0
14187,0.08868833,0–10%,0,0
22496,0.14888334,10–20%,0,1
11709,0.079008445,0–10%,0,0
27740,0.15925263,10–20%,0,0
12463,0.056391582,0–10%,0,0
6593,0.13469933,10–20%,0,0
23773,0.16663474,10–20%,0,0
18779,0.1165799,10–20%,0,0
8817,0.22131172,20–30%,0,1
16629,0.10392696,10–20%,0,0
21362,0.60382706,60–70%,1,0
2780,0.14817564,10–20%,0,1
4825,0.11447671,10–20%,0,0
14548,0.21373504,20–30%,0,0
14632,0.14757667,10–20%,0,0
28531,0.83400744,80–90%,1,1
22893,0.034282453,0–10%,0,1
3766,0.77339274,70–80%,1,1
10884,0.12009794,10–20%,0,0
25097,0.17570937,10–20%,0,1
22881,0.11719843,10–20%,0,1
21576,0.13580877,10–20%,0,0
244,0.44024828,40–50%,1,0
9972,0.12946051,10–20%,0,1
1978,0.14899486,10–20%,0,0
11364,0.114672735,10–20%,0,0
15621,0.0378981,0–10%,0,0
24898,0.10898871,10–20%,0,0
4665,0.029136496,0–10%,0,0
25866,0.25944293,20–30%,0,0
20572,0.3010963,30–40%,1,1
14238,0.016607711,0–10%,0,0
4153,0.043703116,0–10%,0,0
25778,0.1363137,10–20%,0,0
3557,0.13589366,10–20%,0,0
212,0.1790722,10–20%,0,0
3805,0.31244397,30–40%,1,0
9489,0.16393189,10–20%,0,0
12216,0.829723,80–90%,1,1
3146,0.17652135,10–20%,0,0
15774,0.7338438,70–80%,1,1
3780,0.06999423,0–10%,0,0
23387,0.114011444,10–20%,0,1
27640,0.17509921,10–20%,0,0
7246,0.2186178,20–30%,0,0
29246,0.47290275,40–50%,1,0
13960,0.6323555,60–70%,1,0
22661,0.24025822,20–30%,0,0
28201,0.31713006,30–40%,1,1
3747,0.21172254,20–30%,0,0
18123,0.21509172,20–30%,0,0
29766,0.38956305,30–40%,1,0
17799,0.109881714,10–20%,0,0
7784,0.38794118,30–40%,1,1
11344,0.22725973,20–30%,0,0
13119,0.06354413,0–10%,0,0
22256,0.05624996,0–10%,0,1
27705,0.0831526,0–10%,0,0
5182,0.07594961,0–10%,0,0
23112,0.19048488,10–20%,0,0
29489,0.14395799,10–20%,0,0
17133,0.65700436,60–70%,1,1
12839,0.054229088,0–10%,0,0
11813,0.42381296,40–50%,1,1
29899,0.097109064,0–10%,0,1
26407,0.17356339,10–20%,0,0
15890,0.6582613,60–70%,1,1
28914,0.116235964,10–20%,0,0
21108,0.13966887,10–20%,0,1
2674,0.13109896,10–20%,0,0
7750,0.09552238,0–10%,0,0
29448,0.38025492,30–40%,1,0
25179,0.10649882,10–20%,0,0
20783,0.040401895,0–10%,0,0
19999,0.2696551,20–30%,0,0
15225,0.48997068,40–50%,1,1
6608,0.29421812,20–30%,0,0
11961,0.027136967,0–10%,0,0
19866,0.106237344,10–20%,0,0
17557,0.052507013,0–10%,0,0
18485,0.26726836,20–30%,0,0
9528,0.13417506,10–20%,0,0
28473,0.17167528,10–20%,0,0
17257,0.08652867,0–10%,0,1
784,0.12638043,10–20%,0,1
570,0.08205518,0–10%,0,0
22041,0.098631985,0–10%,0,0
19245,0.14834088,10–20%,0,0
3424,0.13739894,10–20%,0,0
21247,0.2427297,20–30%,0,0
14,0.042065606,0–10%,0,0
6938,0.101286925,10–20%,0,0
14263,0.07564525,0–10%,0,0
1049,0.18979971,10–20%,0,0
19808,0.14969897,10–20%,0,0
26319,0.08832267,0–10%,0,0
7167,0.16760334,10–20%,0,0
15258,0.27479663,20–30%,0,0
16087,0.11847221,10–20%,0,1
27528,0.058288507,0–10%,0,0
9002,0.2789578,20–30%,0,1
7857,0.29180503,20–30%,0,0
10622,0.19259289,10–20%,0,1
8663,0.12962896,10–20%,0,0
28351,0.43089855,40–50%,1,0
29377,0.08134267,0–10%,0,0
28489,0.12049347,10–20%,0,0
7162,0.69754696,60–70%,1,0
21147,0.2912057,20–30%,0,1
7681,0.4947685,40–50%,1,1
8146,0.1739894,10–20%,0,0
2952,0.354125,30–40%,1,0
24375,0.10953811,10–20%,0,0
18707,0.31576768,30–40%,1,0
10663,0.80980283,80–90%,1,1
8907,0.11604917,10–20%,0,0
6724,0.091326885,0–10%,0,0
23304,0.18233198,10–20%,0,0
6603,0.085189916,0–10%,0,0
27531,0.05088676,0–10%,0,0
17222,0.068053894,0–10%,0,0
16073,0.13387407,10–20%,0,0
21737,0.15750253,10–20%,0,0
20731,0.12826683,10–20%,0,0
7254,0.1421961,10–20%,0,0
3366,0.26919684,20–30%,0,0
2494,0.29663992,20–30%,0,1
15784,0.76236075,70–80%,1,1
25140,0.101772815,10–20%,0,0
25729,0.03918181,0–10%,0,0
21722,0.15607597,10–20%,0,0
17739,0.4376345,40–50%,1,0
10019,0.17982587,10–20%,0,1
22939,0.07191518,0–10%,0,0
461,0.12403579,10–20%,0,0
20698,0.09484942,0–10%,0,1
9475,0.3266639,30–40%,1,1
28653,0.025481496,0–10%,0,0
21211,0.07821804,0–10%,0,0
26477,0.11437904,10–20%,0,0
24276,0.06575136,0–10%,0,0
10544,0.106770106,10–20%,0,0
25684,0.057150006,0–10%,0,0
14340,0.75574,70–80%,1,0
533,0.5741606,50–60%,1,1
3530,0.23434989,20–30%,0,0
11034,0.77601767,70–80%,1,1
20570,0.11300226,10–20%,0,0
22028,0.036833424,0–10%,0,0
9238,0.051321868,0–10%,0,0
21009,0.14731306,10–20%,0,0
9209,0.10161278,10–20%,0,0
17823,0.71081054,70–80%,1,1
24453,0.040767383,0–10%,0,0
12525,0.28704852,20–30%,0,1
22585,0.20351133,20–30%,0,0
8958,0.05504993,0–10%,0,1
27945,0.1739334,10–20%,0,0
5166,0.16718532,10–20%,0,0
11838,0.035156038,0–10%,0,0
21380,0.79365396,70–80%,1,1
18745,0.08305116,0–10%,0,0
10742,0.095731,0–10%,0,0
10295,0.0784898,0–10%,0,0
8186,0.038558997,0–10%,0,0
3833,0.091267,0–10%,0,0
7547,0.13046409,10–20%,0,0
17042,0.04260445,0–10%,0,0
17600,0.20746775,20–30%,0,0
25524,0.22290193,20–30%,0,0
5343,0.30818045,30–40%,1,0
6572,0.09177077,0–10%,0,0
19883,0.07205789,0–10%,0,0
21311,0.7820018,70–80%,1,1
45,0.2300161,20–30%,0,1
14956,0.15274908,10–20%,0,0
13155,0.12886868,10–20%,0,0
9969,0.09768673,0–10%,0,0
13517,0.07900855,0–10%,0,0
4418,0.08120207,0–10%,0,0
1526,0.116081096,10–20%,0,1
17413,0.8054006,80–90%,1,1
27708,0.13922213,10–20%,0,1
22636,0.07078572,0–10%,0,0
15400,0.62060803,60–70%,1,0
5935,0.14787336,10–20%,0,0
23007,0.07583712,0–10%,0,0
25811,0.05511116,0–10%,0,0
8973,0.50273573,50–60%,1,0
12363,0.06201006,0–10%,0,0
8438,0.14675888,10–20%,0,0
12628,0.23863353,20–30%,0,0
24073,0.11148927,10–20%,0,0
6162,0.15463072,10–20%,0,0
12916,0.06653915,0–10%,0,0
18816,0.044454396,0–10%,0,0
16452,0.07371971,0–10%,0,0
11233,0.6071752,60–70%,1,0
7433,0.069871955,0–10%,0,1
2807,0.22451544,20–30%,0,0
11104,0.7246087,70–80%,1,0
23388,0.03695635,0–10%,0,0
6237,0.08307447,0–10%,0,1
27424,0.1505997,10–20%,0,1
1038,0.11250384,10–20%,0,0
15653,0.19166556,10–20%,0,0
14823,0.055712696,0–10%,0,0
16782,0.3505794,30–40%,1,1
973,0.07397644,0–10%,0,0
28733,0.14033361,10–20%,0,0
26582,0.11760922,10–20%,0,1
25278,0.09402553,0–10%,0,1
14077,0.10437315,10–20%,0,0
4658,0.0753102,0–10%,0,0
13487,0.082191065,0–10%,0,0
1094,0.37547764,30–40%,1,0
21606,0.14310029,10–20%,0,0
22281,0.17765516,10–20%,0,0
5729,0.17370851,10–20%,0,0
5749,0.093590185,0–10%,0,0
13730,0.45067614,40–50%,1,1
26593,0.11201263,10–20%,0,0
29184,0.30781886,30–40%,1,1
17662,0.10851551,10–20%,0,0
24046,0.12855473,10–20%,0,0
20092,0.124391906,10–20%,0,0
4897,0.10654915,10–20%,0,0
23301,0.7446709,70–80%,1,0
26490,0.34146705,30–40%,1,0
8889,0.06624175,0–10%,0,0
11848,0.06518432,0–10%,0,0
16672,0.41446888,40–50%,1,0
24414,0.0835687,0–10%,0,0
6559,0.07259069,0–10%,0,1
4943,0.13051215,10–20%,0,0
8147,0.2151212,20–30%,0,1
27278,0.14797442,10–20%,0,1
2103,0.073972784,0–10%,0,0
10676,0.04835464,0–10%,0,0
18882,0.09702616,0–10%,0,0
18308,0.08480181,0–10%,0,0
18365,0.10912868,10–20%,0,0
25720,0.20504312,20–30%,0,1
1,0.3068085,30–40%,1,1
4436,0.39254016,30–40%,1,0
6160,0.40316752,40–50%,1,1
13617,0.14729045,10–20%,0,0
28241,0.13420732,10–20%,0,0
21340,0.23915684,20–30%,0,0
845,0.06440651,0–10%,0,0
645,0.3178356,30–40%,1,0
22198,0.09538028,0–10%,0,0
22527,0.21469712,20–30%,0,0
22780,0.14293924,10–20%,0,0
10879,0.10152451,10–20%,0,0
379,0.11731115,10–20%,0,1
24617,0.40003487,40–50%,1,1
11310,0.22657672,20–30%,0,0
431,0.13421474,10–20%,0,1
27733,0.3436063,30–40%,1,0
17319,0.70668286,70–80%,1,1
361,0.04821318,0–10%,0,0
13185,0.09381199,0–10%,0,1
17016,0.09982163,0–10%,0,0
18330,0.08007921,0–10%,0,0
16622,0.72915953,70–80%,1,1
5675,0.23662777,20–30%,0,0
746,0.13491221,10–20%,0,0
20970,0.113169774,10–20%,0,0
3610,0.1089174,10–20%,0,0
83,0.08168592,0–10%,0,0
10343,0.14194436,10–20%,0,0
9507,0.41505924,40–50%,1,0
18690,0.15733595,10–20%,0,0
3034,0.06465507,0–10%,0,0
4631,0.14154387,10–20%,0,0
16760,0.091258235,0–10%,0,0
28571,0.08011649,0–10%,0,0
12636,0.10263129,10–20%,0,0
14766,0.107651435,10–20%,0,1
20435,0.18418993,10–20%,0,0
1670,0.13556232,10–20%,0,0
7316,0.074605174,0–10%,0,1
3536,0.6769727,60–70%,1,0
14153,0.21908233,20–30%,0,0
12354,0.121452115,10–20%,0,0
28419,0.20544392,20–30%,0,1
2573,0.13733704,10–20%,0,0
6374,0.2889378,20–30%,0,0
7575,0.060239434,0–10%,0,0
6591,0.54932386,50–60%,1,0
26219,0.10915519,10–20%,0,0
9521,0.68654704,60–70%,1,0
66,0.6958084,60–70%,1,1
14879,0.072055675,0–10%,0,0
16192,0.031225188,0–10%,0,0
13915,0.14255017,10–20%,0,0
28626,0.098382205,0–10%,0,0
19931,0.19523504,10–20%,0,1
6395,0.34251598,30–40%,1,1
1048,0.08291654,0–10%,0,0
11975,0.13933395,10–20%,0,0
8860,0.16147618,10–20%,0,0
